ques,skill
11386,84
145,12
11840,25
3519,3
10907,86
14980,115
4121,108
3202,67
5315,88
8584,26
805,58
1839,49
14112,39
20,17
10144,100
11715,30
4459,103
5056,93
6668,61
9882,63
4156,65
14887,72
4995,83
6552,115
9202,75
6263,12
11657,25
8663,26
11791,25
13274,108
7749,100
2556,77
3112,29
14306,26
9614,19
12888,72
14063,39
4586,63
4350,52
236,22
13510,92
9833,63
9255,86
3584,24
11751,74
7040,54
10287,4
3031,77
4151,108
8614,26
15083,68
1869,49
6599,82
14202,90
5960,95
9912,63
4537,63
6376,10
4301,52
2730,85
4416,2
11821,25
10238,4
8753,77
6953,58
1820,49
13482,114
15414,60
4354,63
9151,86
9863,63
10226,115
10837,40
11184,84
7163,16
8806,88
11423,100
13665,6
5471,25
14315,88
15113,68
3993,20
6629,82
3093,29
6670,83
2179,103
7528,114
6205,20
9942,63
6406,10
2036,54
4331,52
6747,74
7908,106
10351,2
9814,63
6323,12
7242,16
13207,67
11240,100
1850,49
5210,105
11552,106
15537,22
6156,20
9893,63
4530,117
6541,90
388,25
7193,16
9474,79
12440,16
14405,102
1425,21
5117,62
5640,103
6700,83
11631,106
10208,74
13001,83
8229,53
4597,63
6154,95
3141,83
4657,77
8523,42
9528,86
10381,2
10562,77
12998,14
2359,47
7144,16
12452,26
9719,31
6610,82
1376,21
3074,29
7322,22
8308,53
8046,53
11059,65
11844,106
7005,86
4474,77
5508,105
7889,106
10594,2
24,98
1681,68
7223,16
12531,26
14014,109
12269,26
12214,90
12706,27
7095,16
6047,90
7618,20
12792,30
5670,103
7535,22
7480,86
13493,114
11929,106
9613,22
6822,86
1151,24
5411,108
7001,88
7997,53
10270,26
311,47
9356,100
6813,37
10411,2
10807,2
7174,16
12114,88
8891,37
12482,26
14386,102
13937,10
11306,63
6681,83
5098,62
7352,22
11612,106
6901,86
13023,84
4473,10
13486,74
14679,95
1102,24
8012,68
10744,67
13375,14
1864,81
2046,58
13419,20
10721,83
12694,30
5834,103
12840,84
686,45
12014,42
11563,106
6852,86
3101,108
8101,2
10300,26
8588,120
11576,45
6843,37
4790,67
2173,18
7204,16
12734,102
12076,102
101,65
13449,84
5128,62
7965,77
2590,77
2772,54
8080,64
3911,98
12574,86
1132,24
13410,92
2009,68
4323,42
6167,104
2650,64
13266,84
14441,51
14964,101
5165,65
8293,64
6882,86
473,58
4721,88
8513,67
11070,65
14256,5
6873,37
1947,92
10866,6
7571,79
692,102
4677,18
12024,63
12106,102
14041,77
2321,10
9305,3
9547,31
13217,84
6775,108
7546,22
12664,100
10281,26
4353,42
6433,115
440,2
4091,42
7446,20
11001,86
10794,22
13351,20
5505,25
14553,95
637,58
4489,88
14346,19
2136,85
4304,42
4431,83
754,54
6659,54
6921,54
10611,22
13106,108
13770,88
14128,62
15098,68
454,58
3783,47
1909,79
1969,93
10885,32
11449,74
1504,30
13930,10
13185,108
208,2
12018,2
2601,77
14841,119
4519,88
9753,112
7196,114
5873,20
14195,32
14114,19
4334,42
220,12
2300,85
2782,88
7663,31
385,79
4655,97
10720,86
15128,68
6752,110
14527,49
14952,71
7409,114
9704,112
8763,83
7147,114
3656,63
4731,92
9635,12
10898,92
13353,42
5842,74
6976,3
2210,47
13489,88
15079,68
7226,114
7360,114
9949,64
14424,73
5282,87
6798,118
7932,47
4676,48
7654,39
12439,8
7177,114
12939,65
13121,42
6354,77
2240,47
15514,117
1221,68
4595,59
15030,4
5467,25
14371,102
11256,42
13369,63
7128,114
3637,63
6328,24
9778,74
3234,87
3831,77
8220,46
8757,22
13017,106
13038,63
13991,46
12015,67
10432,46
358,80
13792,102
4912,116
13052,63
4141,10
14609,95
5825,83
4287,64
3227,84
4724,65
5247,106
8299,46
13246,114
6224,88
1513,68
12225,25
13332,117
1251,68
11526,24
2531,88
2209,37
11094,101
9731,83
5617,90
12742,22
13762,115
7158,114
312,85
4541,65
10942,3
11506,45
14560,95
3264,87
14563,100
1464,68
2061,58
10724,46
4430,5
1202,68
2281,61
7716,112
14738,101
14639,95
2440,54
13579,115
9680,10
13491,2
4506,0
13928,3
4492,65
13234,117
4409,67
8201,46
9321,77
8903,89
1019,68
4,90
2015,63
6330,83
12149,43
6946,86
13033,63
2799,108
14590,95
15462,24
3294,87
12468,25
4488,67
8280,46
12206,25
2091,58
14768,101
12170,102
15365,91
15506,67
7894,10
11947,30
5483,103
6006,107
8738,106
8521,108
4522,65
14398,46
1803,5
14199,102
5300,103
9562,31
10522,73
12903,74
14620,95
1882,5
7531,79
14932,101
13435,83
7301,31
7461,20
3314,42
10413,22
5177,117
17,42
8539,54
9962,86
11211,2
2914,108
5369,58
15011,101
1986,18
14749,101
13890,111
79,102
7481,83
5547,64
10910,10
9559,83
8719,106
2585,54
3268,47
11704,56
11905,46
4577,14
6743,90
9131,50
14962,101
5017,20
7331,31
452,54
1572,85
6794,92
586,54
1706,85
1310,85
1921,10
15297,91
6241,108
7614,90
13379,16
12660,100
9647,88
11218,18
9344,50
14779,101
14913,101
3196,63
9679,40
6033,115
4140,97
6382,3
2194,24
1261,85
683,108
10380,87
2675,68
3955,88
11472,56
13726,16
4015,102
14571,71
11214,20
14992,101
878,54
7361,31
10038,94
616,54
1736,85
1340,85
9413,42
1574,23
1634,37
3714,110
7465,88
6019,72
12629,90
3047,61
11132,72
5461,10
10970,10
3501,2
9010,2
1553,85
1687,85
1291,85
4901,87
4739,25
6222,108
5537,5
2443,68
6098,72
7856,94
4320,41
4980,87
10100,46
1724,88
4852,87
14970,59
15075,112
9318,10
1957,30
14189,19
13968,20
303,65
5611,75
9422,67
11139,88
4931,87
8346,79
3466,58
7088,114
10398,90
5706,83
2170,30
4350,41
9269,10
13166,42
5442,10
9052,12
3482,2
736,68
9387,2
5144,87
10130,46
4882,87
4183,49
13839,27
10148,100
5919,83
10810,54
4537,52
2966,85
4301,41
6395,12
11106,32
13742,94
9025,0
4600,108
1083,68
4961,87
8667,26
888,58
6430,6
13873,25
13837,102
5736,83
4354,52
5870,83
240,22
9299,10
6346,12
5532,24
11571,24
4155,108
10160,46
6643,6
10817,50
839,58
14146,39
3750,59
6004,19
5949,83
7069,114
8285,82
14339,116
5687,83
4768,42
13323,2
12753,115
2734,85
11994,63
12390,63
9537,3
9960,106
411,25
12087,25
2255,87
8697,26
3449,67
918,58
3146,29
7802,113
14285,90
6855,10
15418,60
4780,52
4384,52
5900,83
270,22
9329,10
1973,108
6758,77
11601,24
3065,77
13755,46
8648,26
869,58
11645,30
14537,18
6209,20
5717,83
4798,42
2040,54
4335,52
106,35
5254,93
7012,115
8724,21
6327,12
9946,63
10617,2
5513,24
7029,18
8063,46
12103,90
6170,28
8465,26
8806,90
3613,30
8599,26
3718,83
8838,42
5930,83
15467,73
10830,2
3514,24
12533,88
5250,58
2715,85
7063,16
15208,78
11672,25
8914,37
8422,100
8678,26
14206,39
3127,29
15023,32
716,85
11547,30
10647,2
251,22
8121,108
13121,2
13107,67
7410,16
14157,39
5621,92
3078,29
1540,10
5258,40
5841,95
6614,82
8692,45
9215,86
9927,63
6732,74
9349,86
7093,16
13394,16
3361,88
7227,16
422,25
14035,49
7526,83
4654,10
13759,114
3740,84
10839,64
9342,83
5195,105
7449,65
7609,54
13354,65
13896,119
13808,6
7044,16
12352,26
13546,6
14014,111
8895,37
6947,83
13972,114
5598,0
6685,83
10018,73
10978,115
11093,65
11616,106
13086,21
9379,86
6896,37
5485,59
8795,35
12565,26
6739,90
12408,42
1489,21
10489,72
4501,74
8849,42
1562,11
5299,54
11411,118
5445,108
5552,5
10304,26
13062,14
390,49
14275,7
7074,16
7208,16
9247,51
8925,0
12777,30
12,103
10802,10
11908,106
8842,2
11646,106
7114,88
2403,68
1002,24
3000,58
14488,7
1898,81
1870,19
3654,30
13953,77
1391,21
3994,98
14784,5
6886,86
477,58
5475,108
6019,6
10334,26
10711,13
14288,67
4582,39
4365,41
1393,30
8955,0
438,103
7678,22
1470,21
2504,12
4670,88
11676,106
13381,36
6098,6
1032,24
2768,58
4721,90
7539,92
2988,61
7291,27
12429,114
4357,42
1900,19
8906,0
7450,20
11005,86
8790,54
6674,58
4621,88
7367,22
7950,77
4277,49
10364,26
4161,103
9179,51
2374,23
7580,22
2258,77
3975,98
8342,79
458,58
4751,90
10315,26
2932,58
4489,90
10375,40
7340,40
939,102
12615,102
4783,42
4387,42
9258,51
8936,0
11453,74
2513,74
8853,2
2270,87
2485,12
4054,98
933,58
537,58
7980,77
15019,6
671,58
12548,48
7622,103
14320,5
15181,68
2749,21
8554,83
6546,115
12379,10
6257,12
16,63
90,12
4338,42
13402,108
4066,108
2288,77
4005,98
488,58
9827,63
8767,83
6236,74
10584,42
12645,102
4417,42
9147,75
9362,0
12576,2
14040,72
14408,10
15179,116
15473,68
9320,3
15077,68
8010,77
2239,77
6532,72
2,20
11853,21
8281,82
442,63
4368,42
9098,75
9956,106
13170,108
11076,100
518,58
652,58
13489,90
9738,112
9857,63
435,23
5421,19
14466,72
4361,2
12969,54
6358,77
2244,47
15034,4
15375,68
268,31
2307,103
2959,29
15378,73
14459,32
152,85
9230,86
9808,63
3641,63
2626,85
4312,2
4398,42
12342,77
13899,109
14197,32
13797,98
27,90
3414,20
6647,72
7211,114
8431,83
4787,2
11397,20
7464,65
9759,63
10604,118
12913,14
11173,46
106,90
7059,16
2535,88
1795,49
14068,39
4692,115
10652,51
6068,72
9838,63
9260,86
11913,21
7138,16
6857,3
12762,3
14303,27
7720,112
3785,84
13845,115
7241,114
3523,84
14643,95
8426,45
7089,16
1285,68
4819,48
15435,68
8,90
2019,63
6334,83
3736,84
6950,86
7206,12
10231,115
13037,63
6733,88
5277,108
10585,118
3298,87
318,23
5092,62
7750,112
15539,108
13352,74
4071,10
5191,41
12507,19
14673,95
3157,84
1096,24
8102,42
9659,74
5490,108
297,85
8456,45
1577,68
2174,58
4309,67
6422,88
7119,16
12845,14
6205,90
1408,30
12834,84
7022,83
5043,62
7297,22
8257,64
10712,51
12968,84
3766,84
230,31
12907,74
13826,115
11570,45
14624,95
1047,24
5307,108
3724,87
4388,67
5441,108
10615,118
10804,54
15064,101
12901,30
7780,112
3162,54
7477,74
8074,64
7611,74
2900,54
12537,19
2784,108
998,24
2622,46
3145,87
4661,118
12137,48
1345,68
10915,6
14036,46
6713,92
12718,30
13315,20
13053,20
5073,62
7879,10
13856,115
2662,118
7010,86
8044,77
13460,115
14654,95
10196,26
5452,58
7565,79
1558,68
12100,102
13211,84
9460,106
179,42
3307,41
2930,54
7278,22
8398,53
4165,35
11378,117
6961,86
14028,77
2814,108
15464,85
11311,63
13083,20
9673,106
13284,10
14719,116
8055,64
10787,63
3886,98
11329,117
11489,69
12664,36
3784,87
4477,14
15501,88
6273,99
5313,20
4298,42
9647,90
7627,31
14996,101
1419,30
6290,2
882,54
15395,106
7511,85
10161,45
1955,10
13240,88
2120,77
2643,118
6991,86
8025,77
11280,117
13419,90
13291,90
9244,50
12215,102
11359,117
2333,77
14487,116
3568,58
4743,25
11768,56
13029,26
11069,18
13760,16
9195,50
7657,31
15026,101
6146,115
912,54
516,54
1636,85
11187,10
650,54
2150,77
10790,84
14818,71
6634,54
7828,34
467,54
1587,85
6446,3
6532,6
7492,85
6771,59
15348,7
15389,45
3933,48
7092,114
3556,61
12353,49
14010,19
13748,19
9056,12
4653,108
11351,10
5592,64
5014,87
740,68
5148,87
10938,100
2295,27
13434,88
8797,17
12971,98
7171,114
13076,114
14848,71
5789,83
9600,112
12432,49
15165,7
5269,84
12671,65
7638,31
893,54
7858,34
4831,87
5342,37
12381,3
4965,87
2026,24
8776,79
6002,83
7122,114
10028,0
14799,71
4780,41
69,21
2204,30
5740,83
6134,10
9637,115
15482,64
844,54
7809,34
8855,79
10426,46
6647,6
8331,79
4135,10
11664,69
5953,83
7073,114
227,85
11958,21
4335,41
4280,105
3179,87
7112,42
8165,46
923,54
2320,97
4211,5
983,68
11520,24
9981,46
10960,101
7765,112
15146,7
7152,114
13057,114
14829,71
14688,95
14870,72
3824,10
13277,117
8244,83
9333,10
4424,5
1196,68
14368,90
12467,19
8361,79
13573,115
11649,30
1534,63
5983,83
7103,114
13008,114
5721,83
50,21
4802,42
9315,77
1591,45
1013,68
5517,24
14408,77
9493,83
3822,21
6628,6
2707,105
5800,83
6471,22
4418,52
5934,83
10208,65
464,11
6410,12
12200,25
13160,67
14794,90
8426,100
9706,83
14532,90
12672,20
7133,114
2878,108
5751,83
8965,85
9576,10
1797,5
8225,46
8125,108
13125,2
3830,3
1177,68
11020,101
10254,73
11911,43
2549,54
5964,83
14541,31
3548,24
1528,2
2829,108
6440,12
12144,22
8176,46
9296,77
5022,58
12746,90
13002,16
14046,53
8456,100
14048,98
15060,101
9736,83
15476,16
2468,102
7817,113
10649,50
8533,54
12044,20
2908,108
15318,73
6452,22
13477,16
3499,24
13155,2
12181,25
14743,101
15340,91
1207,68
14118,49
15193,78
10546,73
5413,64
1404,87
1619,12
4714,63
8506,42
4497,65
5209,5
7702,18
15272,78
12118,90
11251,10
6593,82
1304,85
14129,63
1493,21
4184,19
12773,21
9517,22
11415,118
8562,58
3529,24
13245,16
394,49
12130,100
6426,90
7078,16
12345,25
12727,90
13685,59
14208,63
4263,19
15242,91
13905,62
10806,10
1651,85
9455,83
2889,108
4179,25
7916,68
12660,36
12465,26
1868,19
7035,90
8874,37
12544,90
13659,6
3658,30
1468,85
6399,108
3823,97
9547,22
2486,68
2560,54
4552,14
3041,61
12757,90
13610,6
10864,72
7944,22
561,54
7011,83
4895,87
12393,42
1956,24
1157,85
10161,100
8705,120
6826,37
1537,77
8543,58
2772,58
13689,6
7321,16
7486,83
158,51
12813,106
3688,30
4681,20
13800,22
512,54
4089,108
4846,87
5424,64
13886,25
1370,85
13927,63
4670,90
4026,25
13527,92
13439,16
1849,19
1925,14
10191,100
4635,25
4621,90
3022,61
3156,61
9128,51
14978,115
8940,0
7388,83
542,54
3200,67
4876,87
7529,22
11400,65
803,58
15505,46
10142,100
6807,37
8323,68
4250,39
12698,102
14885,72
2973,61
442,52
6261,12
14929,115
3427,2
9373,3
10075,46
6921,58
6659,58
2631,68
4348,52
3052,61
6340,12
7374,40
4380,41
4149,108
3741,54
8612,26
11881,1
833,58
13804,90
15535,46
6113,6
4299,52
9954,106
2846,77
8751,77
4100,108
11065,88
14334,26
14413,90
784,58
14091,39
15211,70
15412,60
4774,52
6064,6
4042,103
9861,63
7404,40
4410,41
3028,10
2417,85
8804,88
13070,2
8642,26
180,65
14547,26
8380,26
4715,88
3091,29
9037,67
14170,39
5606,30
6203,20
9940,63
6745,74
12108,20
4329,52
5449,83
12892,102
10349,2
15523,49
6321,12
1510,54
4402,42
11983,25
9567,3
8593,26
90,27
6499,18
814,58
1848,49
14699,16
9355,83
13785,90
4382,63
14442,94
9891,63
4137,3
386,25
13149,108
2144,47
9183,13
11800,25
13899,111
3121,29
3401,83
10863,115
3139,83
10379,2
9842,63
6251,74
6485,12
2357,47
337,25
12450,26
13697,98
8623,26
14093,98
15092,68
1878,49
6608,82
3072,29
15226,68
4412,63
6547,72
9921,63
6385,10
8861,83
9532,22
10592,2
1753,54
11376,84
2477,85
416,25
3544,24
6302,12
11830,25
10247,4
12212,90
12267,26
12529,26
14102,39
3431,83
6559,82
9611,22
7995,53
11209,92
10235,115
9872,63
7172,16
12480,26
8889,37
13077,16
13727,98
12163,90
14123,98
15122,68
6679,83
966,24
7917,106
9562,22
1100,24
10360,2
10622,2
11265,108
10420,16
10406,118
6733,90
7385,16
1581,68
11760,87
7123,16
12875,3
4014,30
189,103
1834,19
6209,90
10483,72
14132,39
6589,82
7026,83
7301,22
5293,54
12373,21
3333,83
9902,63
9513,22
4802,2
4406,2
12928,14
15430,76
4511,18
4626,5
7202,16
9020,89
176,26
12771,30
5025,10
140,103
6709,83
5126,62
5649,103
9113,51
13868,114
3849,84
12572,86
9592,22
3191,84
1130,24
1727,14
11047,6
2007,68
12227,88
2368,47
7153,16
14365,102
14439,51
3983,20
6619,82
8828,40
5077,62
7331,22
6880,86
8525,2
7014,86
947,24
1081,24
6871,37
10864,6
13918,56
10401,16
7206,27
11447,98
1521,30
2159,58
7104,16
2319,10
2498,12
445,42
5679,103
10464,72
12819,84
13215,84
14173,53
7282,22
5274,54
6831,86
11382,117
11938,106
10279,26
14467,5
7183,16
9222,51
14249,48
13798,112
14395,102
13946,10
10792,22
11315,63
3409,54
5107,62
7361,22
9642,85
8059,64
13990,53
1111,24
5371,108
10808,3
12988,14
12470,88
2055,58
15477,26
10596,83
4302,42
11394,63
10554,86
7574,22
12199,2
8272,64
4566,88
6861,86
8506,2
4700,88
9411,108
2948,46
11049,65
14497,5
1907,79
7256,90
1926,92
13858,18
7254,17
12085,102
2479,12
12016,2
7974,77
1606,87
68,68
665,58
2203,77
2599,77
2726,118
4517,88
8089,64
9490,108
10260,26
11363,117
301,47
1743,92
13636,90
8286,83
12164,102
4332,42
7661,31
2298,85
8881,0
9975,42
12879,84
11296,63
10718,86
8321,77
11213,65
9702,112
11474,69
5385,19
4727,19
10931,86
10535,86
8474,26
12032,67
2233,77
10328,22
3950,98
2367,77
13487,88
11668,56
14276,19
14362,59
6370,10
4362,42
11965,50
7691,31
12724,102
13164,108
13761,98
10748,86
7955,77
4760,88
49,68
646,58
9732,112
15169,7
6449,10
3818,63
13656,18
7508,31
4313,42
7642,31
763,54
6131,115
12062,67
501,54
13115,108
15028,4
5465,25
15107,68
15248,7
12515,49
13293,114
12649,49
3635,63
7902,106
9641,115
178,74
5486,84
11477,87
2492,85
10558,46
12275,67
13015,106
12027,2
12409,67
13070,42
8559,83
13986,10
4343,42
7672,31
6376,3
2529,88
9468,79
13346,98
13084,98
9713,112
10747,103
15150,7
310,85
13061,114
4336,2
10167,53
48,85
13281,117
5576,98
1066,68
6,88
3017,27
7714,112
6547,6
243,31
12471,19
7235,114
13577,115
3511,10
6147,72
9581,77
9622,115
1279,68
6406,3
9319,77
5291,87
1017,68
2,90
11458,87
5511,90
12550,19
9657,72
13031,63
7186,114
2690,19
4120,10
5804,83
11809,21
13311,117
3292,87
5587,85
11943,21
12948,65
15546,64
2089,58
11409,87
14141,49
2584,37
2389,27
13566,114
7399,114
10728,103
7137,114
9988,64
962,24
4317,2
5222,108
3243,87
6416,88
1309,68
12398,12
8931,89
5037,62
6754,83
11024,101
380,19
7216,114
7727,64
14618,95
6233,88
15541,26
9300,77
2935,92
8537,54
8141,54
11515,45
8999,85
3273,87
5367,58
8259,46
4205,67
1077,68
2070,58
1211,68
77,102
11230,98
14747,101
7873,10
8396,51
10751,63
3624,21
8717,106
2187,54
8092,54
2729,108
4501,65
13937,3
13298,16
1782,5
1290,68
4418,67
4473,3
8210,46
10860,6
6410,27
13939,49
14960,101
1523,10
3058,54
9508,83
8567,54
3204,108
1621,87
2808,108
10485,65
13405,115
11156,4
13322,117
13451,2
14599,95
8289,46
6214,88
2100,58
9617,26
7609,58
14777,101
14911,101
14152,49
6031,115
7903,10
4267,19
10781,63
12512,19
11323,117
12632,84
2613,54
3953,88
11107,4
12676,90
13328,16
1812,5
14990,101
6440,27
7359,31
12983,18
1734,85
9538,83
12867,72
8019,77
12308,108
7201,88
2564,54
2168,54
2944,46
12627,90
5299,58
6304,102
9110,50
13279,16
14941,101
6061,115
7310,31
14316,49
1551,85
14839,53
1685,85
1289,85
5582,117
12139,43
4737,25
8548,54
12662,84
12984,98
13319,88
7252,26
2923,108
11063,18
13428,115
15452,24
10875,4
13492,16
13693,6
14758,101
7389,31
7490,83
644,54
14044,39
7884,10
9045,42
4119,97
10762,63
8728,106
5662,2
11345,118
11479,118
4674,90
13315,90
7599,26
13967,16
14853,109
9140,50
5568,74
857,54
461,54
6091,115
14272,63
1319,85
4929,87
4070,97
12028,67
7444,88
6384,108
11470,5
3464,58
4348,41
13723,6
674,54
6042,115
9385,2
6157,65
5142,87
954,108
546,54
1666,85
1270,85
4880,87
10128,46
2684,68
8790,58
6077,72
13680,80
14580,71
4299,41
9345,51
7370,31
6277,103
11062,72
625,54
4202,108
1349,85
4959,87
10900,10
11120,13
10079,46
10803,77
1997,40
4774,41
9297,10
9080,12
11058,74
11569,24
4153,108
10158,46
6231,108
2714,68
13786,102
7067,114
3209,10
4329,41
11690,21
9174,61
9716,115
13447,84
3447,67
5560,88
6372,3
10109,46
4861,87
14864,72
4382,52
5898,83
268,22
1966,30
9327,10
4646,98
606,54
1640,45
4940,87
8646,26
13299,16
867,58
10060,46
3341,58
13838,90
6147,6
5715,83
4796,42
2776,20
4333,52
3318,74
9278,10
12344,114
6325,12
3216,63
9061,12
8061,46
9396,2
3477,67
8804,90
8408,90
818,58
4715,90
4412,52
5928,83
7048,114
8746,85
7846,94
4310,41
9357,10
3324,10
2713,85
10518,42
11115,32
12235,63
11629,24
3308,2
4609,108
15206,78
8676,26
897,58
8414,26
14204,39
14264,90
5745,83
15282,73
2068,54
4363,52
9308,10
8119,108
11429,84
13119,2
9412,67
11580,24
4164,108
8627,26
848,58
1538,10
10583,63
5435,42
14516,18
5591,30
5696,83
4777,42
6730,74
7253,115
9925,63
10883,32
2325,97
1876,5
3519,77
12096,25
9680,3
184,14
5492,24
3854,67
8450,100
11834,25
14349,26
3697,83
6864,10
4393,52
5909,83
13352,65
11096,32
9659,65
7042,16
12350,26
11610,24
6128,90
8819,88
8657,26
14447,39
14581,39
10976,115
9553,83
6218,20
4625,65
230,22
8100,108
13100,2
13623,6
6737,90
11864,25
3622,30
14136,39
9511,22
10564,63
9906,63
14837,86
6420,90
12721,90
13574,6
6554,90
401,25
7930,47
12077,25
13417,59
14537,90
1438,21
3136,29
7792,113
13729,65
5353,107
5394,108
5501,5
7029,90
9002,37
2238,47
6109,90
10737,112
1200,85
6623,82
1389,21
1334,85
7743,113
11595,106
10910,3
14721,32
951,24
2030,54
8439,45
2291,58
3370,88
4545,18
7236,16
4679,18
14710,102
436,103
4462,20
5601,64
11225,51
7458,65
1164,24
2766,58
3162,58
2900,58
7289,27
11081,6
7053,16
12361,26
13555,6
7187,16
6139,90
9226,51
12495,26
6956,83
6653,82
6694,83
1364,85
7365,22
5880,95
11625,106
2382,68
10637,2
13254,14
13650,14
7266,16
11473,8
7400,16
10383,85
7578,22
7306,88
456,58
4749,90
10313,26
14788,35
2930,58
13205,14
5225,19
7479,16
10693,18
13585,6
4344,41
9256,51
197,63
14404,72
1449,21
2013,63
2483,12
6724,83
10970,3
6077,6
669,58
10526,26
14318,5
10264,26
7270,27
14235,7
8885,0
4064,108
6937,83
6997,97
5500,116
4003,98
7346,22
8370,79
486,58
10739,26
6028,6
10932,84
12860,100
5389,19
4374,41
4415,42
3878,103
15177,116
9318,3
7425,22
3492,67
11162,65
15047,6
4651,26
13536,90
8145,82
6574,115
13453,92
2011,30
4232,42
14265,7
10082,106
4366,42
8714,10
8915,0
9237,51
11988,63
11449,14
2249,87
516,58
4764,88
7959,77
8661,120
13487,90
9734,39
14464,72
3908,103
6525,115
2411,85
7774,31
13443,20
2309,74
3522,67
8038,77
6634,58
10486,88
14352,16
11974,20
1941,92
3639,63
4792,42
4396,42
6215,74
8945,0
9126,75
2522,74
11347,87
13355,92
2145,87
9588,106
12279,67
12031,2
13661,98
14392,88
7989,77
13779,90
12650,10
6555,115
14127,19
2630,21
4347,42
2358,87
10995,86
2533,88
10733,86
1793,49
14066,39
13267,100
13864,90
10414,40
9836,63
14225,32
9156,75
2788,85
6640,115
6855,3
2667,24
6915,54
9329,3
11249,87
12061,2
13764,88
4227,61
11252,92
12446,72
6513,10
4419,2
6017,72
10250,53
4377,42
10241,4
14437,73
11462,87
2618,24
11085,100
1622,59
6,90
15433,68
10009,112
6332,83
7667,39
9747,112
10229,115
13035,63
2694,19
578,23
7443,65
8148,83
11813,21
8327,85
11918,74
13258,108
3836,68
2514,88
420,80
11036,100
9556,22
14946,71
5488,108
3650,63
11754,87
14541,22
7117,16
6203,90
8935,89
12290,67
13812,115
2510,90
7482,114
3327,83
4020,10
8836,83
7220,114
14622,95
4796,2
1045,24
4400,2
5305,108
7473,65
8574,83
10613,118
1540,3
13620,56
7778,112
8595,105
4099,10
12535,19
6313,83
11640,106
4016,12
10518,2
4640,105
996,24
4136,77
4337,67
12873,14
1343,68
6233,90
7729,112
5668,52
10217,10
3794,84
258,31
13854,115
7250,114
14652,95
12706,22
679,24
4946,67
5469,108
1556,68
4811,108
1757,58
13889,109
1294,68
6280,27
4687,72
7276,22
6343,83
14428,94
6959,86
3946,74
10503,0
10448,64
13803,5
33,34
4281,64
4367,67
4381,2
5420,108
12903,14
6755,27
12963,65
15043,101
2104,58
6493,27
115,103
14082,100
5101,62
14523,102
7907,10
8053,64
4080,10
12516,19
11327,117
14682,95
10802,3
6910,86
1729,117
10702,65
265,47
12854,14
14994,101
12595,19
4092,20
5052,62
12454,43
2118,77
6989,86
8023,77
10203,88
14633,95
3733,87
5431,58
6248,88
1496,30
14448,49
11891,51
14291,102
5788,103
3171,54
8083,64
13988,64
5667,42
7620,74
2331,77
7981,53
4048,98
11357,117
3726,47
1833,66
11530,45
7201,90
14788,90
1447,30
14795,49
151,2
7699,74
13007,84
10450,86
10766,63
2872,108
9770,98
13080,74
8515,108
3281,47
13319,90
11963,48
15438,91
1902,21
12678,30
6095,115
861,54
13478,83
1585,85
3316,41
2779,65
1934,10
2361,77
2543,54
7287,22
8247,64
2314,2
3756,47
8004,77
14730,4
12176,48
12740,90
5412,58
11276,20
10398,17
7685,31
10954,6
14008,19
14330,70
2115,21
4228,42
6308,115
11215,10
11738,51
12717,106
11338,117
6761,97
13867,16
9598,112
15503,112
6368,102
3684,63
7636,31
757,54
15005,101
6125,115
891,54
495,54
12379,3
5541,64
4963,87
5197,25
2129,77
2652,118
8034,77
11900,5
14534,74
7261,90
14797,71
26,20
1072,102
7555,79
5480,84
8212,83
11343,87
842,54
7807,34
12876,77
2865,118
2457,27
14408,3
6111,72
8425,83
9204,50
4278,105
11694,21
10940,84
525,54
4993,87
5805,2
9979,46
11756,118
15144,7
7943,16
14827,71
5768,83
8082,94
3371,74
14565,71
15022,32
6106,115
476,54
4944,87
3607,58
15357,7
5384,93
5981,83
7101,114
13006,114
3744,63
4363,41
14153,19
11548,24
2126,21
9065,12
2742,24
823,54
5157,87
5798,83
5335,93
5932,83
6092,72
206,85
7052,114
7308,40
1964,107
4314,41
30,88
13475,40
902,54
10384,108
1358,68
4974,87
6011,83
7131,114
14808,71
5749,83
4393,41
675,11
7265,114
8963,85
14667,95
1175,68
9430,2
9416,67
11018,101
5407,90
8340,79
15338,7
13290,115
5962,83
7082,114
3546,61
8794,20
1526,2
3224,10
11149,32
8174,46
9294,77
11529,24
992,68
10548,108
7815,113
15373,15
5779,83
8993,85
14879,72
4397,52
5913,83
12179,25
3803,67
1205,68
14176,100
15511,19
8766,79
1498,61
5730,83
59,21
4071,3
8204,46
9324,77
3553,77
4687,6
15270,78
8819,90
2496,102
13533,115
5809,83
1012,23
7325,114
5943,83
12908,63
10888,4
3527,24
12787,2
12209,25
9537,77
9096,75
12646,26
8155,46
7759,46
13169,67
14863,72
14905,101
14407,90
7796,113
427,43
2607,54
9453,83
14700,83
2887,108
8974,85
2083,54
2202,5
11464,56
12584,87
8134,108
13060,16
13120,67
12542,90
9006,37
12124,102
1186,68
13134,2
14097,49
3219,29
12861,72
2957,29
12599,72
2558,54
2162,54
4550,14
13199,67
5293,58
8185,46
12755,90
3374,88
14935,101
14907,39
6572,82
6164,28
6505,92
1472,21
11040,115
2917,108
11494,56
4763,14
12132,84
8541,58
10869,4
2770,58
3508,24
12190,25
12371,100
13090,16
13821,6
7057,16
156,51
6188,92
12065,30
5656,2
13985,114
6165,108
11165,2
8097,54
15397,24
12262,49
13437,16
1847,19
3404,88
451,90
1709,85
